date_arrival,rm_id,net_weight,num_deliveries,supplier_id,product_id,quantity,delivery_delay_days,receival_status
2004-06-30,367.0,29500.0,2,52062,91900143.0,6875000.0,-184.0,Completed
2004-06-30,369.0,1300.0,1,52062,91900146.0,335550.0,-184.0,Completed
2004-06-30,375.0,16200.0,1,55568,91900302.0,230000.0,-184.0,Completed
2004-06-30,379.0,11300.0,2,57292,91900296.0,125000.0,-15.5,Completed
2004-06-30,381.0,10610.0,1,53728,1608.0,10610000.0,0.0,Completed
2004-06-30,389.0,7960.0,2,55251,91900330.0,375000.0,-184.0,Completed
2004-07-01,357.0,72480.0,3,10001,91900152.0,450000.0,-1.0,Completed
2004-07-01,365.0,144304.0,9,55059,91900143.0,28697000.0,-183.0,Completed
2004-07-01,367.0,20940.0,1,52063,91900143.0,850000.0,-183.0,Completed
2004-07-01,369.0,9380.0,1,20023,91900146.0,600000.0,-183.0,Completed
2004-07-01,375.0,32910.0,5,50350,91900302.0,2401000.0,-183.0,Completed
2004-07-01,389.0,360.0,1,55251,91900330.0,350000.0,-183.0,Completed
2004-07-02,357.0,47980.0,2,10001,91900152.0,300000.0,0.0,Completed
2004-07-02,364.0,25060.0,1,54764,91900182.0,104000.0,-29.0,Completed
2004-07-02,365.0,126900.0,8,52036,91900143.0,24593900.0,-182.0,Completed
2004-07-02,367.0,20580.0,1,20023,91900143.0,3500000.0,-182.0,Completed
2004-07-02,368.0,11020.0,1,57292,91900170.0,75000.0,-29.0,Completed
2004-07-05,357.0,24680.0,1,10001,91900152.0,150000.0,3.0,Completed
2004-07-05,364.0,25760.0,1,54764,91900182.0,104000.0,-26.0,Completed
2004-07-05,365.0,60950.0,4,20023,91900143.0,12350000.0,-179.0,Completed
2004-07-05,366.0,690.0,1,20023,91900160.0,600000.0,-179.0,Completed
2004-07-05,367.0,62060.0,4,52064,91900143.0,10701000.0,-179.0,Completed
2004-07-05,368.0,24516.0,1,54871,91900170.0,60000.0,-26.0,Completed
2004-07-05,369.0,3340.0,1,20023,91900146.0,600000.0,-179.0,Completed
2004-07-05,375.0,700.0,1,52064,91900302.0,250000.0,-179.0,Completed
2004-07-05,379.0,17860.0,1,54764,91900296.0,25000.0,-26.0,Completed
2004-07-06,365.0,107780.0,7,50387,91900143.0,21619000.0,-178.0,Completed
2004-07-06,368.0,31600.0,2,54764,91900170.0,100000.0,-9.5,Completed
2004-07-06,369.0,15300.0,2,50387,91900146.0,3000000.0,-178.0,Completed
2004-07-06,375.0,4780.0,1,54748,91900302.0,249749.0,-178.0,Completed
2004-07-07,365.0,103663.0,7,55059,91900143.0,13600000.0,-177.0,Completed
2004-07-07,367.0,29900.0,2,55568,91900143.0,4045000.0,-177.0,Completed
2004-07-07,368.0,13780.0,2,56438,91900170.0,165240.0,-8.5,Completed
2004-07-07,375.0,32000.0,3,55059,91900302.0,2300000.0,-177.0,Completed
2004-07-07,389.0,600.0,1,50350,91900330.0,100000.0,-177.0,Completed
2004-07-08,354.0,26222.0,1,55688,91900182.0,55000.0,-23.0,Completed
2004-07-08,357.0,71820.0,3,10001,91900152.0,450000.0,-1.0,Completed
2004-07-08,365.0,128062.0,9,56343,91900143.0,16772000.0,-159.0,Completed
2004-07-08,367.0,19156.0,2,50468,91900143.0,3000000.0,-176.0,Completed
2004-07-08,368.0,10860.0,1,56438,91900170.0,105000.0,-23.0,Completed
2004-07-08,375.0,11970.0,3,56343,91900302.0,1151000.0,-176.0,Completed
2004-07-08,379.0,11360.0,1,57292,91900296.0,75000.0,-23.0,Completed
2004-07-09,357.0,73020.0,3,10001,91900152.0,450000.0,0.0,Completed
2004-07-09,365.0,61940.0,4,58000,91900143.0,10000000.0,-136.75,Completed
2004-07-09,367.0,28240.0,2,50430,91900143.0,7100000.0,-175.0,Completed
2004-07-09,368.0,25340.0,2,57292,91900170.0,180000.0,-22.0,Completed
2004-07-09,369.0,15080.0,1,50387,91900146.0,1500000.0,-175.0,Completed
2004-07-09,379.0,38200.0,2,52433,91900296.0,151000.0,-6.5,Completed
2004-07-12,364.0,25400.0,1,54764,91900182.0,104000.0,-19.0,Completed
2004-07-12,365.0,170287.0,11,54748,91900143.0,34422000.0,-172.0,Completed
2004-07-12,366.0,4236.0,1,20023,91900160.0,600000.0,-172.0,Completed
2004-07-12,367.0,21880.0,1,20023,91900143.0,3500000.0,-172.0,Completed
2004-07-12,368.0,12260.0,1,56438,91900170.0,105000.0,-19.0,Completed
2004-07-12,369.0,4020.0,1,20023,91900146.0,600000.0,-172.0,Completed
2004-07-12,379.0,25435.0,1,52577,91900296.0,50000.0,-19.0,Completed
2004-07-13,365.0,130940.0,10,52069,91900143.0,23200000.0,-109.8,Completed
2004-07-13,366.0,12240.0,1,50387,91900160.0,600000.0,-171.0,Completed
2004-07-13,367.0,18110.0,2,50468,91900143.0,3000000.0,-171.0,Completed
2004-07-13,368.0,23540.0,2,57292,91900170.0,180000.0,-18.0,Completed
2004-07-13,389.0,2740.0,1,20023,91900330.0,293550.0,-171.0,Completed
2004-07-14,365.0,156834.0,11,55059,91900143.0,14997000.0,-100.45454545454545,Completed
2004-07-14,367.0,19600.0,1,20023,91900143.0,3500000.0,-170.0,Completed
2004-07-14,368.0,13740.0,1,56438,91900170.0,105000.0,-17.0,Completed
2004-07-14,375.0,3800.0,1,55251,91900302.0,1000000.0,-170.0,Completed
2004-07-14,379.0,33830.0,2,52577,91900296.0,100000.0,-17.0,Completed
2004-07-15,357.0,48260.0,2,10001,91900152.0,300000.0,-1.0,Completed
2004-07-15,365.0,134251.0,9,55251,91900143.0,20650000.0,-135.0,Completed
2004-07-15,366.0,3120.0,1,20023,91900160.0,600000.0,-169.0,Completed
2004-07-15,367.0,56241.0,5,20023,91900143.0,13100000.0,-169.0,Completed
2004-07-15,368.0,35180.0,2,52433,91900170.0,129000.0,-0.5,Completed
2004-07-15,369.0,19770.0,4,20023,91900146.0,3935550.0,-169.0,Completed
2004-07-15,375.0,11860.0,1,56343,91900302.0,650000.0,-169.0,Completed
2004-07-15,379.0,34140.0,2,52577,91900296.0,125000.0,-16.0,Completed
2004-07-16,357.0,96840.0,4,10001,91900152.0,600000.0,0.0,Completed
2004-07-16,365.0,135050.0,9,52069,91900143.0,17708810.0,-134.0,Completed
2004-07-16,367.0,30480.0,2,50420,91900143.0,4397000.0,-168.0,Completed
2004-07-16,375.0,31420.0,4,55251,91900302.0,3249749.0,-168.0,Completed
2004-07-16,379.0,48740.0,2,52577,91900296.0,75000.0,-15.0,Completed
2004-07-16,389.0,1400.0,1,54748,91900330.0,252261.0,-168.0,Completed
2004-07-19,364.0,25100.0,1,54764,91900182.0,104000.0,-12.0,Completed
2004-07-19,365.0,109744.0,7,52036,91900143.0,18452494.0,-165.0,Completed
2004-07-19,367.0,35480.0,2,54748,91900143.0,3062660.0,110.0,Completed
2004-07-19,375.0,24916.0,4,55815,91900302.0,1789352.0,-27.5,Completed
2004-07-19,389.0,3900.0,1,50363,91900330.0,193476.0,-165.0,Completed
2004-07-20,354.0,27893.0,1,55688,91900182.0,55000.0,-11.0,Completed
2004-07-20,365.0,101430.0,8,52036,91900143.0,29700000.0,-164.0,Completed
2004-07-20,366.0,15820.0,2,20023,91900160.0,1200000.0,-164.0,Completed
2004-07-20,369.0,12650.0,2,20023,91900146.0,2100000.0,-164.0,Completed
2004-07-20,379.0,10820.0,1,57292,91900296.0,75000.0,-11.0,Completed
2004-07-21,365.0,110400.0,6,50430,91900143.0,17975000.0,-163.0,Completed
2004-07-21,367.0,17280.0,2,50387,91900143.0,13150000.0,-163.0,Completed
2004-07-21,368.0,12840.0,1,57292,91900170.0,75000.0,-10.0,Completed
2004-07-21,375.0,600.0,1,55568,91900302.0,230000.0,-163.0,Completed
2004-07-21,389.0,12780.0,2,55568,91900330.0,445000.0,-163.0,Completed
2004-07-22,357.0,49240.0,2,10001,91900152.0,200000.0,-1.0,Completed
2004-07-22,365.0,154918.0,12,20023,91900143.0,37397000.0,-162.0,Completed
2004-07-22,368.0,24494.0,1,52577,91900170.0,25000.0,-9.0,Completed
2004-07-22,375.0,1726.0,1,50426,91900302.0,150000.0,-162.0,Completed
2004-07-22,379.0,64600.0,3,52433,91900296.0,153000.0,-9.0,Completed
2004-07-22,389.0,2604.0,2,50387,91900330.0,350000.0,-162.0,Completed
2004-07-23,357.0,48300.0,2,10001,91900152.0,200000.0,0.0,Completed
2004-07-23,365.0,170350.0,13,56343,91900143.0,36843000.0,-137.46153846153845,Completed
2004-07-23,366.0,8780.0,2,55251,91900160.0,950000.0,-161.0,Completed
2004-07-23,367.0,14160.0,1,20023,91900143.0,3500000.0,-161.0,Completed
2004-07-23,369.0,4440.0,1,20023,91900146.0,600000.0,-161.0,Completed
2004-07-23,375.0,29310.0,3,56343,91900302.0,1053000.0,-110.0,Completed
2004-07-23,379.0,11500.0,1,57292,91900296.0,75000.0,-8.0,Completed
2004-07-23,383.0,1080.0,1,54996,1002.0,1080000.0,4.0,Completed
2004-07-26,365.0,139580.0,7,50420,91900143.0,19397000.0,-158.0,Completed
2004-07-26,367.0,27560.0,1,50387,91900143.0,6575000.0,-158.0,Completed
2004-07-26,368.0,11300.0,1,56438,91900170.0,105000.0,-5.0,Completed
2004-07-27,365.0,113130.0,10,54748,91900143.0,22597000.0,-157.0,Completed
2004-07-27,368.0,61758.0,3,52433,91900170.0,206000.0,-4.0,Completed
2004-07-27,375.0,18858.0,3,54748,91900302.0,1549749.0,-157.0,Completed
2004-07-27,389.0,1640.0,1,54748,91900330.0,252261.0,-157.0,Completed
2004-07-28,346.0,2880.0,1,20023,91900146.0,600000.0,-156.0,Completed
2004-07-28,347.0,11200.0,1,55251,91900143.0,4900000.0,-156.0,Completed
2004-07-28,365.0,159700.0,11,56343,91900143.0,35847000.0,-156.0,Completed
2004-07-28,366.0,1490.0,1,20023,91900160.0,600000.0,-156.0,Completed
2004-07-28,367.0,15570.0,1,20023,91900143.0,3500000.0,-156.0,Completed
2004-07-28,368.0,12240.0,1,56438,91900170.0,105000.0,-3.0,Completed
2004-07-28,369.0,13560.0,2,50387,91900146.0,3000000.0,-156.0,Completed
2004-07-28,375.0,12320.0,2,55059,91900302.0,1300000.0,-156.0,Completed
2004-07-28,378.0,4000.0,2,55251,91900302.0,1150000.0,-156.0,Completed
2004-07-29,357.0,72560.0,3,10001,91900152.0,300000.0,-1.0,Completed
2004-07-29,360.0,80.0,1,52166,91900160.0,110922.0,-155.0,Completed
2004-07-29,365.0,193932.0,13,52063,91900143.0,36952946.0,-155.0,Completed
2004-07-29,366.0,8320.0,1,20023,91900160.0,600000.0,-155.0,Completed
2004-07-29,367.0,29140.0,2,20023,91900143.0,7650000.0,-155.0,Completed
2004-07-29,375.0,1800.0,1,58187,91900302.0,7000.0,29.0,Completed
2004-07-29,378.0,2288.0,2,55251,91900302.0,1201000.0,-155.0,Completed
2004-07-29,389.0,11840.0,2,58187,91900330.0,356000.0,-63.0,Completed
2004-07-30,357.0,23980.0,1,10001,91900152.0,100000.0,0.0,Completed
2004-07-30,365.0,170900.0,12,52062,91900143.0,43370000.0,-154.0,Completed
2004-07-30,366.0,3140.0,1,20023,91900160.0,600000.0,-154.0,Completed
2004-07-30,367.0,11160.0,1,20023,91900143.0,3500000.0,-154.0,Completed
2004-08-19,357.0,23700.0,1,10001,91900152.0,25000.0,-1.0,Completed
2004-08-23,357.0,72020.0,3,10001,91900152.0,750000.0,-4.0,Completed
2004-08-23,365.0,27805.0,2,54748,91900143.0,5594000.0,-130.0,Completed
2004-08-23,375.0,19339.0,2,54748,91900302.0,1249749.0,-130.0,Completed
2004-08-24,357.0,73200.0,3,10001,91900152.0,750000.0,-3.0,Completed
2004-08-24,365.0,124810.0,7,52063,91900143.0,31450000.0,-129.0,Completed
2004-08-24,366.0,4080.0,1,20023,91900160.0,600000.0,-129.0,Completed
2004-08-24,367.0,4900.0,1,50387,91900143.0,6575000.0,-129.0,Completed
2004-08-24,369.0,16800.0,3,20023,91900146.0,3600000.0,-129.0,Completed
2004-08-24,375.0,13360.0,1,55251,91900302.0,1000000.0,-129.0,Completed
2004-08-24,386.0,5001.0,1,50267,1807.0,10024000.0,25.0,Completed
2004-08-24,389.0,980.0,1,50387,91900330.0,300000.0,-129.0,Completed
2004-08-25,357.0,72660.0,3,10001,91900152.0,750000.0,-2.0,Completed
2004-08-25,365.0,80714.0,5,50390,91900143.0,18950000.0,-128.0,Completed
2004-08-25,366.0,13960.0,1,50387,91900160.0,600000.0,-128.0,Completed
2004-08-25,367.0,41580.0,3,50387,91900143.0,10650000.0,-128.0,Completed
2004-08-25,375.0,12660.0,1,55251,91900302.0,1000000.0,-128.0,Completed
2004-08-25,389.0,1000.0,1,50387,91900330.0,300000.0,-128.0,Completed
2004-08-26,357.0,24260.0,1,10001,91900152.0,250000.0,-1.0,Completed
2004-08-26,365.0,84880.0,7,55059,91900143.0,32375000.0,-127.0,Completed
2004-08-26,375.0,23180.0,2,55251,91900302.0,2000000.0,-127.0,Completed
2004-08-27,365.0,91180.0,5,52063,91900143.0,17800000.0,-126.0,Completed
2004-08-27,367.0,9740.0,1,52036,91900143.0,4150000.0,-126.0,Completed
2004-08-27,369.0,14100.0,2,50387,91900146.0,3000000.0,-126.0,Completed
2004-08-30,365.0,41360.0,3,50387,91900143.0,19725000.0,-123.0,Completed
2004-08-30,367.0,20240.0,1,20023,91900143.0,3500000.0,-123.0,Completed
2004-08-30,368.0,25480.0,2,56438,91900170.0,104000.0,-31.0,Completed
2004-08-30,375.0,20680.0,1,50390,91900302.0,600000.0,-123.0,Completed
2004-08-30,389.0,14740.0,2,55251,91900330.0,650000.0,-123.0,Completed
2004-08-31,357.0,72520.0,3,10001,91900152.0,228000.0,0.0,Completed
2004-08-31,364.0,50180.0,2,54764,91900182.0,200000.0,-30.0,Completed
2004-08-31,365.0,120840.0,6,20023,91900143.0,29375000.0,-122.0,Completed
2004-08-31,366.0,12180.0,1,50387,91900160.0,600000.0,-122.0,Completed
2004-08-31,368.0,38980.0,4,56438,91900170.0,204000.0,-30.0,Completed
2004-09-01,345.0,22780.0,1,50387,91900143.0,6575000.0,-121.0,Completed
2004-09-01,354.0,24980.0,1,54764,91900182.0,100000.0,-29.0,Completed
2004-09-01,357.0,49280.0,2,10001,91900152.0,200000.0,-2.0,Completed
2004-09-01,364.0,24960.0,1,54764,91900182.0,100000.0,-29.0,Completed
2004-09-01,365.0,36260.0,3,55059,91900143.0,10375000.0,-121.0,Completed
2004-09-01,368.0,6380.0,1,54904,91900170.0,50000.0,-29.0,Completed
2004-09-01,369.0,15600.0,2,50387,91900146.0,3000000.0,-121.0,Completed
2004-09-01,379.0,25740.0,2,56438,91900296.0,160000.0,-29.0,Completed
2004-09-01,389.0,900.0,1,50387,91900330.0,300000.0,-121.0,Completed
2004-09-02,357.0,48500.0,2,10001,91900152.0,200000.0,-1.0,Completed
2004-09-02,365.0,177949.0,12,50387,91900143.0,43994000.0,-120.0,Completed
2004-09-02,366.0,18840.0,1,55251,91900160.0,350000.0,-120.0,Completed
2004-09-02,375.0,10796.0,2,54748,91900302.0,499498.0,-120.0,Completed
2004-09-02,379.0,36160.0,3,57292,91900296.0,235000.0,-28.0,Completed
2004-09-03,347.0,20220.0,1,52064,91900143.0,1200000.0,-119.0,Completed
2004-09-03,348.0,24220.0,1,50387,91900143.0,6575000.0,-119.0,Completed
2004-09-03,365.0,131070.0,9,55059,91900143.0,23697000.0,-98.55555555555556,Completed
2004-09-03,368.0,10940.0,1,57292,91900170.0,103000.0,-27.0,Completed
2004-09-03,379.0,46983.0,3,54871,91900296.0,210000.0,-27.0,Completed
2004-09-06,348.0,24400.0,1,50387,91900143.0,6575000.0,-116.0,Completed
2004-09-06,365.0,252935.0,16,50430,91900143.0,42675000.0,-93.0,Completed
2004-09-06,368.0,10340.0,1,57292,91900170.0,103000.0,-24.0,Completed
2004-09-06,369.0,3960.0,1,20023,91900146.0,600000.0,-116.0,Completed
2004-09-06,379.0,52164.0,2,52433,91900296.0,130000.0,-24.0,Completed
2004-09-07,357.0,23720.0,1,10001,91900152.0,175000.0,-3.0,Completed
2004-09-07,364.0,50120.0,2,56229,91900182.0,100000.0,-23.0,Completed
2004-09-07,365.0,185857.0,14,52036,91900143.0,40640806.0,-101.85714285714286,Completed
2004-09-07,366.0,4180.0,1,20023,91900160.0,600000.0,-115.0,Completed
2004-09-07,368.0,50400.0,2,52287,91900170.0,420000.0,-23.0,Completed
2004-09-07,369.0,9080.0,1,50387,91900146.0,1500000.0,-115.0,Completed
2004-09-07,375.0,15610.0,3,54748,91900302.0,1281925.0,-115.0,Completed
2004-09-07,379.0,18900.0,2,54950,91900296.0,105000.0,-23.0,Completed
2004-09-07,386.0,5010.0,1,50267,1807.0,10024000.0,39.0,Completed
2004-09-07,388.0,1320.0,1,54748,91900330.0,252261.0,-115.0,Completed
2004-09-07,389.0,3865.0,1,50363,91900330.0,193476.0,-115.0,Completed
2004-09-08,357.0,97360.0,4,10001,91900152.0,700000.0,-2.0,Completed
2004-09-08,365.0,77976.0,7,50430,91900143.0,26742498.0,-114.0,Completed
2004-09-08,366.0,12340.0,1,50387,91900160.0,600000.0,-114.0,Completed
2004-09-08,367.0,20666.0,1,50363,91900143.0,542498.0,-114.0,Completed
2004-09-08,368.0,83350.0,5,52433,91900170.0,863000.0,-22.0,Completed
2004-09-08,375.0,27566.0,4,50430,91900302.0,1390176.0,-114.0,Completed
2004-09-09,357.0,48400.0,2,10001,91900152.0,350000.0,-1.0,Completed
2004-09-09,365.0,177282.0,13,52069,91900143.0,48797000.0,-113.0,Completed
2004-09-09,366.0,1970.0,1,20023,91900160.0,600000.0,-113.0,Completed
2004-09-09,367.0,15760.0,1,50420,91900143.0,1600000.0,-113.0,Completed
2004-09-09,368.0,82774.0,4,57292,91900170.0,573000.0,-5.75,Completed
2004-09-10,365.0,171638.0,10,58000,91900143.0,28927946.0,-93.6,Completed
2004-09-10,366.0,6136.0,2,20023,91900160.0,710922.0,-112.0,Completed
2004-09-10,368.0,32420.0,2,52287,91900170.0,420000.0,-20.0,Completed
2004-09-10,369.0,25580.0,1,50387,91900146.0,1500000.0,-112.0,Completed
2004-09-10,375.0,1300.0,1,55251,91900302.0,1000000.0,-112.0,Completed
2004-09-10,379.0,37920.0,2,57292,91900296.0,155000.0,-20.0,Completed
2004-09-13,365.0,193280.0,11,52036,91900143.0,43572000.0,-109.0,Completed
2004-09-13,368.0,23580.0,2,52287,91900170.0,420000.0,-17.0,Completed
2004-09-13,375.0,13490.0,1,56343,91900302.0,650000.0,-109.0,Completed
2004-09-13,379.0,34280.0,2,52577,91900296.0,105000.0,-17.0,Completed
2004-09-14,357.0,47860.0,2,10001,91900152.0,300000.0,-3.0,Completed
2004-09-14,365.0,226342.0,14,55251,91900143.0,40367000.0,-94.85714285714286,Completed
2004-09-14,366.0,5240.0,2,20023,91900160.0,1200000.0,-108.0,Completed
2004-09-14,368.0,24480.0,1,54865,91900170.0,50000.0,-16.0,Completed
2004-09-14,369.0,3660.0,1,20023,91900146.0,600000.0,-108.0,Completed
2004-09-14,375.0,5800.0,2,54748,91900302.0,499498.0,-108.0,Completed
2004-09-15,357.0,48280.0,2,10001,91900152.0,300000.0,-2.0,Completed
2004-09-15,365.0,121479.0,10,52036,91900143.0,24025000.0,-79.4,Completed
2004-09-15,375.0,5515.0,2,50426,91900302.0,153000.0,-61.0,Completed
2004-09-15,379.0,21420.0,1,52577,91900296.0,75000.0,-15.0,Completed
2004-09-15,389.0,766.0,1,50426,91900330.0,50000.0,-107.0,Completed
2004-09-16,357.0,48120.0,2,10001,91900152.0,300000.0,-1.0,Completed
2004-09-16,365.0,188882.0,13,20023,91900143.0,38875000.0,-98.92307692307692,Completed
2004-09-16,368.0,11380.0,1,57292,91900170.0,103000.0,-14.0,Completed
2004-09-16,369.0,10900.0,2,50387,91900146.0,3000000.0,-106.0,Completed
2004-09-16,375.0,23020.0,2,56343,91900302.0,1300000.0,-106.0,Completed
2004-09-16,388.0,2000.0,1,50350,91900330.0,100000.0,-106.0,Completed
2004-09-17,365.0,171680.0,11,50430,91900143.0,35147000.0,-96.63636363636364,Completed
2004-09-17,366.0,9884.0,2,50387,91900160.0,1200000.0,-105.0,Completed
2004-09-17,368.0,23860.0,2,57292,91900170.0,206000.0,-13.0,Completed
2004-09-17,369.0,1890.0,1,20023,91900146.0,600000.0,-105.0,Completed
2004-09-17,379.0,30640.0,2,52577,91900296.0,105000.0,-13.0,Completed
2004-09-21,357.0,71480.0,3,10001,91900152.0,450000.0,4.0,Completed
2004-09-21,364.0,26000.0,1,56229,91900182.0,26000.0,-9.0,Completed
2004-09-21,365.0,35980.0,2,50430,91900143.0,4997000.0,-101.0,Completed
2004-09-21,366.0,3750.0,1,20023,91900160.0,600000.0,-101.0,Completed
2004-09-21,367.0,126360.0,9,50387,91900143.0,37625000.0,-101.0,Completed
2004-09-21,368.0,36739.0,2,56438,91900170.0,153000.0,-9.0,Completed
2004-09-21,369.0,3530.0,1,20023,91900146.0,600000.0,-101.0,Completed
2004-09-21,375.0,840.0,1,20023,91900302.0,100000.0,-101.0,Completed
2004-09-21,379.0,50600.0,2,54871,91900296.0,52000.0,-9.0,Completed
2004-09-22,357.0,24120.0,1,10001,91900152.0,150000.0,5.0,Completed
2004-09-22,364.0,24000.0,1,56438,91900182.0,25000.0,-8.0,Completed
2004-09-22,365.0,51460.0,3,50430,91900143.0,3050000.0,-69.33333333333333,Completed
2004-09-22,367.0,30785.0,2,54748,91900143.0,9372000.0,-100.0,Completed
2004-09-22,368.0,13900.0,1,56438,91900170.0,103000.0,-8.0,Completed
2004-09-22,375.0,78929.0,6,50350,91900302.0,3049749.0,-100.0,Completed
2004-09-23,357.0,48600.0,2,10001,91900152.0,300000.0,6.0,Completed
2004-09-23,358.0,6260.0,1,54904,91900170.0,50000.0,-7.0,Completed
2004-09-23,365.0,105606.0,6,52069,91900143.0,25775000.0,-99.0,Completed
2004-09-23,367.0,11800.0,1,50387,91900143.0,6575000.0,-99.0,Completed
2004-09-23,368.0,23780.0,2,56438,91900170.0,206000.0,-7.0,Completed
2004-09-23,369.0,7060.0,1,50387,91900146.0,1500000.0,-99.0,Completed
